Week,AL,AK,AZ,AR,CA,CO,CT,DE,FL,GA,HI,ID,IL,IN,IA,KS,KY,LA,ME,MD,MA,MI,MN,MS,MO,MT,NE,NV,NH,NJ,NM,NY,NC,ND,OH,OK,OR,PA,RI,SC,SD,TN,TX,UT,VT,VA,WA,WV,WI,WY
2018-11-18,30,41,22,31,25,36,19,0,14,22,24,38,28,28,31,34,16,17,18,37,31,31,44,23,29,35,15,25,34,26,18,34,29,19,25,30,38,22,35,32,25,19,19,29,24,27,28,10,33,51
2018-11-25,56,36,34,33,37,50,37,22,17,32,44,27,37,43,48,58,30,21,42,48,49,37,62,29,42,72,35,41,43,33,30,52,39,26,35,41,65,38,33,45,25,25,29,40,49,41,55,26,47,34
2018-12-02,45,54,31,28,40,55,39,39,18,28,26,34,39,39,62,64,31,25,24,42,45,37,67,36,47,57,26,45,45,33,28,56,33,47,38,48,44,43,32,39,45,28,29,39,27,40,46,17,44,23
2018-12-09,40,24,26,35,37,53,34,35,15,26,46,29,36,32,42,67,25,23,30,45,44,34,59,39,29,47,29,35,52,30,36,42,29,36,32,28,42,35,39,34,34,26,24,36,36,30,52,21,46,8
2018-12-16,34,30,29,24,33,39,34,15,14,23,20,34,28,28,39,42,31,26,15,42,39,35,56,31,26,57,29,43,36,27,27,42,33,42,29,38,43,33,27,39,18,24,22,33,28,31,49,19,36,28
2018-12-23,31,43,20,7,20,28,22,16,10,17,10,23,22,22,25,31,18,14,19,27,27,21,33,20,27,17,14,20,25,16,16,29,19,17,21,26,32,22,19,21,24,14,15,25,17,25,30,17,25,18
2018-12-30,29,24,25,23,26,38,30,33,16,21,19,30,30,27,31,39,25,16,28,30,38,28,43,24,30,43,29,37,47,23,19,40,28,27,25,35,45,31,25,28,45,19,19,29,37,28,45,20,36,25
2019-01-06,43,29,28,27,36,53,31,39,17,29,25,43,33,39,55,48,26,19,39,44,39,37,58,30,36,44,28,36,50,29,20,46,35,49,30,47,54,34,19,39,36,28,25,37,28,34,53,18,45,33
2019-01-13,46,26,29,31,34,47,34,24,18,32,30,49,39,44,54,51,28,22,30,45,42,40,57,42,48,77,26,35,46,31,28,48,35,30,36,33,49,33,37,34,35,28,27,27,32,31,50,31,39,0
2019-01-20,46,32,29,27,33,55,27,35,16,27,29,48,33,38,45,47,28,24,35,39,41,38,61,29,36,41,41,26,40,24,31,42,35,28,37,37,44,37,34,36,35,29,26,43,23,38,45,25,39,39
2019-01-27,45,39,36,33,36,45,38,28,18,29,45,23,32,41,45,54,29,23,27,43,47,31,56,29,42,72,27,41,63,32,24,49,36,46,37,44,62,33,41,43,13,30,27,35,44,39,53,16,32,35
2019-02-03,48,57,35,29,35,48,31,36,18,31,31,47,38,45,56,49,31,25,33,45,44,39,50,50,41,47,26,38,53,37,24,49,35,23,39,52,60,37,25,43,28,25,28,38,45,40,43,31,39,28
2019-02-10,49,47,31,26,37,54,44,32,18,31,20,34,40,41,47,56,25,29,22,44,43,45,60,45,43,52,27,43,54,32,28,52,38,35,38,40,48,39,44,44,42,28,28,44,49,39,42,32,45,42
2019-02-17,44,36,32,30,36,54,39,18,17,27,26,44,39,42,52,48,34,24,27,43,43,44,57,36,37,52,29,35,55,33,18,45,33,21,35,49,52,37,31,42,37,26,29,44,56,40,46,28,43,22
2019-02-24,42,17,33,35,39,53,38,41,18,29,39,45,35,43,55,58,26,24,45,47,45,39,63,33,45,43,43,35,47,33,27,53,37,28,40,50,45,41,29,40,42,27,28,38,47,38,52,39,57,34
2019-03-03,53,54,32,30,40,53,36,29,18,26,39,42,36,43,45,51,29,23,36,49,42,38,64,36,37,39,33,41,49,36,21,51,35,38,39,43,60,36,28,39,33,25,27,39,39,33,53,28,53,25
2019-03-10,50,49,34,36,38,50,35,30,18,27,27,47,37,38,47,56,25,22,30,44,47,39,61,32,42,63,32,37,57,32,28,50,37,17,35,41,62,39,37,39,30,31,25,40,43,37,55,33,44,16
2019-03-17,47,47,30,20,41,48,36,43,18,27,13,41,38,38,44,42,31,26,28,46,47,42,60,38,44,34,30,40,49,39,23,46,39,42,38,37,55,39,30,45,30,27,26,37,36,41,49,34,44,29
2019-03-24,43,33,34,35,39,54,37,47,17,33,21,49,32,41,53,53,36,25,45,48,50,40,62,42,44,38,35,42,52,36,25,56,40,27,36,43,39,37,35,54,36,25,28,42,51,38,56,34,44,43
2019-03-31,50,19,35,29,39,62,30,26,18,31,33,47,37,42,63,66,24,25,35,43,52,40,61,36,41,76,38,34,45,37,34,55,41,40,39,39,60,43,38,47,37,29,29,38,27,42,48,38,51,35
2019-04-07,49,63,30,22,42,60,33,47,20,26,25,41,40,42,55,50,39,24,45,56,51,38,61,45,41,54,37,35,65,40,25,51,38,62,41,35,58,40,24,50,18,26,30,45,40,39,48,36,56,27
2019-04-14,41,22,35,37,38,54,36,39,18,29,19,43,41,39,61,62,35,21,39,39,40,39,68,36,45,48,36,35,49,29,27,44,37,36,39,51,58,36,27,44,31,29,28,38,38,43,54,23,43,36
2019-04-21,49,34,41,43,44,66,39,33,21,32,28,45,43,46,52,62,43,24,30,51,57,42,62,35,41,66,40,36,55,35,22,48,41,49,42,47,63,41,33,47,37,28,29,43,56,39,57,32,53,38
2019-04-28,49,37,39,39,47,67,48,48,23,37,41,38,44,44,64,53,31,26,42,52,57,44,69,45,51,68,38,56,58,46,33,55,42,20,50,56,62,48,46,44,54,28,35,50,40,49,53,54,56,29
2019-05-05,43,28,42,29,47,65,46,45,22,33,33,31,42,48,66,52,36,27,51,55,51,49,78,49,43,71,37,43,71,41,31,57,43,43,40,48,55,41,39,50,40,27,33,48,35,46,61,36,57,17
2019-05-12,43,46,33,32,46,61,48,37,21,32,39,33,41,43,50,54,27,24,22,55,50,40,65,39,40,40,36,45,66,35,28,54,41,36,40,53,60,38,29,42,34,25,31,35,48,43,53,28,51,52
2019-05-19,45,32,34,33,44,53,39,31,20,27,32,37,39,33,60,52,29,25,34,44,44,39,56,44,38,54,29,34,46,35,17,50,36,25,39,39,62,37,32,41,13,23,27,41,27,38,44,24,44,34
2019-05-26,38,41,26,19,37,44,30,26,18,28,22,24,33,33,41,45,20,21,24,38,37,36,56,29,39,42,39,41,44,33,19,43,32,32,29,37,60,34,14,40,19,21,25,39,33,35,50,30,44,9
2019-06-02,43,34,30,26,35,52,28,37,17,28,21,42,31,33,47,53,26,21,36,38,33,36,55,34,32,51,32,42,46,33,32,49,35,29,32,42,54,35,27,36,26,23,25,35,22,42,49,23,43,17
2019-06-09,42,36,29,28,36,50,23,21,18,26,20,38,33,35,51,49,23,20,25,46,40,37,52,40,36,51,29,28,51,32,26,47,35,38,35,29,53,37,20,35,34,25,25,35,26,39,46,21,44,9
2019-06-16,54,43,32,34,35,49,29,23,19,28,32,33,29,42,53,54,26,23,32,40,44,33,52,36,35,30,26,31,42,27,24,46,34,31,36,49,48,31,21,37,51,26,26,28,43,32,48,31,37,19
2019-06-23,41,29,35,29,33,50,28,32,19,28,32,33,31,39,37,60,21,26,25,39,42,36,55,30,37,58,29,39,46,29,24,43,34,14,34,53,46,33,27,42,9,27,27,37,33,38,45,18,38,39
2019-06-30,39,35,29,26,30,46,23,15,15,21,6,31,28,36,46,44,22,16,18,35,38,27,45,33,29,49,25,32,18,23,20,36,35,17,27,39,39,28,22,30,0,26,23,27,43,31,36,18,34,8
2019-07-07,42,27,34,36,36,50,27,27,18,31,13,36,35,38,52,45,28,19,23,41,44,31,52,42,37,41,26,36,47,31,25,41,36,14,33,44,33,34,30,46,33,24,27,36,28,34,50,7,36,31
2019-07-14,42,27,27,30,36,51,34,29,18,29,19,30,34,31,43,44,24,19,20,42,33,37,51,49,36,45,24,30,47,26,27,45,31,34,36,43,53,31,33,39,23,25,27,34,25,35,45,22,40,12
2019-07-21,48,27,36,33,35,45,32,51,18,26,21,44,33,33,45,55,27,22,33,39,38,32,51,37,37,51,29,37,46,25,27,41,34,27,32,40,48,34,28,47,23,25,27,32,30,34,43,22,39,25
2019-07-28,51,49,28,32,33,50,25,32,18,29,21,30,32,40,45,48,26,20,19,44,36,36,42,42,27,53,24,32,31,30,21,41,32,13,28,44,49,32,30,38,36,23,25,42,24,32,44,21,38,21
2019-08-04,41,0,41,26,37,58,32,24,21,27,28,43,33,43,42,49,33,24,29,51,36,35,56,33,34,20,27,46,41,31,23,44,32,39,37,52,53,38,34,42,49,24,29,33,34,37,46,27,49,36
2019-08-11,51,27,37,21,33,45,26,30,20,32,34,35,29,38,43,54,32,27,18,36,37,34,55,46,38,51,35,41,36,29,22,43,38,14,33,34,44,31,33,42,9,26,26,34,30,35,49,34,40,29
2019-08-18,45,37,33,22,38,54,30,17,19,27,48,37,31,37,41,49,34,22,21,44,35,31,52,41,39,45,35,43,42,31,27,41,35,18,35,52,50,34,15,39,23,26,26,41,38,34,42,31,34,30
2019-08-25,45,34,38,34,40,51,35,28,15,28,33,35,33,33,45,57,27,26,16,39,39,33,50,28,44,55,28,43,58,29,33,37,37,38,38,45,48,36,30,44,20,29,29,43,40,36,47,31,35,34
2019-09-01,43,40,37,33,38,51,33,25,16,26,34,34,33,35,49,62,31,27,38,40,33,37,56,36,34,40,27,39,40,30,21,42,37,29,33,45,49,36,35,31,25,25,27,32,39,33,44,30,39,39
2019-09-08,48,49,39,32,42,55,30,45,20,33,38,41,41,40,45,67,27,31,32,52,42,41,64,40,41,44,29,41,51,33,38,52,43,37,43,55,55,37,28,46,38,29,31,46,33,43,53,39,52,37
2019-09-15,42,51,38,42,40,56,31,27,19,37,28,31,35,40,51,59,32,30,28,51,46,41,65,55,38,43,43,51,40,37,34,50,51,53,39,54,57,39,39,53,29,27,31,35,28,41,42,23,50,9
2019-09-22,53,27,40,36,39,56,33,25,19,32,21,40,41,44,51,54,36,23,31,48,46,43,67,39,44,45,29,44,51,33,27,53,47,35,39,59,54,38,27,47,26,32,32,44,35,46,51,43,46,32
2019-09-29,46,28,45,27,41,55,31,33,20,33,30,52,39,46,61,60,38,25,31,46,44,44,66,35,39,50,33,40,43,39,34,54,44,44,38,58,55,41,34,45,31,32,31,43,22,42,53,28,47,0
2019-10-06,62,61,59,49,62,71,56,65,28,45,45,61,56,61,82,76,55,28,48,67,75,58,70,47,50,66,49,63,71,59,33,72,58,33,54,56,67,56,62,59,61,35,43,55,46,58,75,35,65,18
2019-10-13,48,44,35,40,42,54,38,29,21,33,37,42,43,45,67,60,33,27,32,45,49,43,60,38,45,65,34,45,46,38,25,54,41,29,39,41,55,43,26,50,60,30,32,42,29,40,56,27,57,30
2019-10-20,50,41,42,32,43,67,46,27,20,36,34,47,40,38,62,62,34,26,32,55,53,46,64,37,50,51,36,46,55,36,23,55,43,45,43,59,60,45,38,51,37,26,30,53,42,46,60,42,56,20
2019-10-27,47,48,36,34,41,58,36,36,22,32,45,33,39,44,59,62,31,27,48,46,55,40,60,33,44,60,37,45,51,35,36,50,38,31,42,45,55,40,55,44,38,28,29,45,35,39,60,33,48,32
2019-11-03,56,20,40,37,44,56,42,43,20,34,30,54,39,44,73,57,30,24,27,50,51,41,61,43,43,66,39,47,51,34,28,55,45,32,39,42,68,41,39,45,13,29,29,52,49,45,51,33,56,47
2019-11-10,52,46,38,32,40,61,33,41,20,30,35,56,40,41,57,59,36,21,27,49,48,41,66,36,44,55,28,42,53,39,30,49,36,42,38,55,57,39,44,40,32,27,29,55,42,41,53,38,46,40
2019-11-17,49,41,41,33,46,57,44,49,20,32,35,44,42,42,61,59,34,31,31,49,44,38,68,36,47,57,32,42,66,38,26,53,45,37,45,39,61,43,38,43,44,25,33,52,23,46,57,25,51,25
2019-11-24,37,36,31,24,29,34,27,14,15,23,15,28,27,32,40,45,18,14,22,37,36,29,45,20,32,30,23,36,39,22,17,35,29,31,24,33,36,32,30,34,23,19,23,35,20,27,44,20,34,22
2019-12-01,50,36,33,36,43,59,41,49,21,31,38,41,42,45,66,67,37,27,28,47,46,44,64,44,45,46,31,45,46,36,29,49,42,39,40,43,54,42,34,48,28,29,31,50,39,41,54,23,46,30
2019-12-08,46,55,31,33,41,56,36,34,17,29,37,32,36,41,61,55,30,21,38,51,41,45,58,29,40,57,26,42,56,37,34,49,34,25,38,43,48,37,35,44,43,23,28,46,28,41,46,27,44,48
2019-12-15,39,28,33,29,34,49,34,30,14,27,23,34,32,32,48,47,27,20,34,43,43,27,54,38,31,45,25,44,47,30,21,43,28,40,32,37,46,34,19,33,32,22,24,35,28,35,37,25,44,24
2019-12-22,22,25,23,8,23,28,21,28,10,15,19,29,20,21,33,24,14,15,17,26,25,26,27,21,28,23,15,23,28,20,19,30,21,14,24,19,36,21,18,27,29,14,18,19,17,23,33,25,23,27
2019-12-29,24,37,25,22,30,39,28,18,13,25,22,24,23,28,40,37,22,21,27,35,36,26,37,22,29,37,28,23,33,29,14,37,25,39,24,44,41,27,27,35,16,18,20,30,21,30,37,26,33,14
2020-01-05,39,48,37,25,38,59,36,45,17,30,21,36,34,36,52,55,26,24,29,41,45,38,64,31,42,46,34,38,44,37,24,48,34,33,36,42,57,37,39,35,19,24,27,40,41,38,51,24,51,52
2020-01-12,48,54,42,29,39,61,40,32,18,33,26,53,39,42,52,58,29,26,43,42,46,43,56,34,41,58,29,40,45,37,33,50,36,36,41,48,57,37,28,43,37,22,28,41,30,39,51,29,45,15
2020-01-19,41,49,41,32,38,57,31,18,19,33,23,41,36,39,58,44,32,23,38,41,47,44,60,39,36,60,27,36,60,34,32,44,40,35,41,45,50,35,42,41,21,26,30,36,25,42,51,40,40,18
2020-01-26,44,64,38,35,40,59,36,38,19,32,37,35,40,41,57,54,35,23,43,50,44,43,67,39,50,66,34,48,63,36,33,52,41,37,42,57,52,43,30,45,35,28,32,56,48,41,55,42,51,35
